price,bathrooms
226000,1
390000,1.75
485000,2.25
840000,2.5
600000,3.5
331000,1
780000,2
300000,1.75
361810,1.75
467000,1
399000,1.75
315450,1.75
600000,1
247500,2
330000,1
500000,2.25
367500,1
560000,2.5
655000,1.75
530000,2.75
270000,2.25
437500,2
575000,1.75
278000,2.5
568500,2.5
280000,3
250000,1
247500,0.75
1.25E+06,2.75
535000,2.5
814842,2.5
340000,2.5
359950,1.75
750000,1.75
1.22E+06,2
370000,1
329950,1
500000,2.5
734000,2.5
385000,2.5
230000,1
1.39E+06,3.5
210000,2
293000,1.75
465000,1
449000,2.25
325000,1.75
180000,2
650000,3
665000,2.75
324450,2
588000,1.75
200000,1
383000,1.75
499950,2
549000,2.5
465000,3
450000,2.5
799900,2.5
495000,2.5
1.20E+06,3.5
637000,2.5
589000,1
305000,1.75
600000,2.25
587000,2.5
1.43E+06,2.5
250000,1
515000,3
833000,2.75
860000,3.25
550000,3
180000,1
507000,1.75
427000,2
616950,3.5
372000,1.75
290000,1
329990,2.75
393500,1.75
1.55E+06,3.25
240000,2.25
285000,1
382500,1.5
1.93E+06,3.75
800000,2.5
550000,3.5
387846,1.75
367500,2
780500,1
680000,1.75
434400,1.75
370000,1
465000,1.75
323000,2
270000,2.5
1.32E+06,1.75
560000,2.5
450000,1
290000,1
354000,2
705000,3
445000,2.25
229900,1
610000,2.5
535000,3.25
437400,1.75
540000,2.75
570000,2
533000,2.5
555000,2.5
239950,1.75
350000,1
245000,1
456000,1.75
465000,2.25
445000,1.75
517850,2.75
329000,2.75
512500,2.5
365000,1
450500,1
915000,1
205000,1
314000,2.5
496000,1
329950,1
375000,2
623000,2.5
310000,1.5
532500,3.25
960000,2.25
598000,2.5
683000,2.5
425000,2.5
533000,2.75
375000,1
250500,2
257000,1.75
218000,1
460000,2
255544,1
560000,2
480000,2.5
1.30E+06,1.75
580000,2.75
475000,2.5
1.31E+06,2.5
700000,2.5
590000,2.5
264500,2.5
465000,1
290000,1
1.82E+06,4.5
416000,1
360000,2
585083,2.75
840000,2.75
81000,1
1.29E+06,2.25
326000,1.75
447000,1
185000,1
439950,2.5
234000,1.5
485000,2.5
750000,1.75
865000,2
287500,2.5
375000,1.75
565000,2.25
260000,3
190000,1
399950,2
275000,2.5
528000,2.75
315000,2
614306,2.25
1.49E+06,3.5
590000,2.5
261500,1
300000,2.5
439000,2.25
277554,2.25
215000,2
1.20E+06,2.25
420000,2
485000,2.5
202500,2
710000,3.25
535000,2.5
260000,1.75
254000,2
600000,2.5
285000,2.5
800000,3.75
165000,1
216500,1
387990,2.5
500000,2.5
650000,2.5
646000,2.5
323400,3
300000,2.5
712500,2
550000,1.75
400000,1
255000,1.75
660000,1.75
925000,2.25
534000,2.25
215000,1
1.95E+06,2.5
1.40E+06,4.25
212000,1.75
265000,1.75
400000,1.75
311500,2.5
2.33E+06,3.5
225000,1
1.25E+06,2.5
380000,1
600000,2.5
600000,2.25
315000,2.5
847000,1
730000,2.5
1.06E+06,2
1.62E+06,2.25
664000,1.75
454450,3
341000,1
276693,1
185000,1
160000,2.5
270000,2.5
300000,1.5
264950,1.5
209950,1
850000,2.5
645000,2.5
855000,2.25
632500,1.5
289950,2.5
850000,1.75
565000,2.75
792000,2.5
260000,2.25
585000,2
295500,1.75
329000,2
750000,1.75
495000,2.5
672500,1.75
1.31E+06,3.25
405000,2.5
620000,1.75
615000,2.25
887000,2.25
1.06E+06,2.75
753000,1.75
1.60E+06,2.25
3.71E+06,3.5
365000,1.5
870000,2.75
321000,2.5
280000,2.5
288000,2.5
248500,2
330000,2.5
740000,3.5
445000,2.5
198500,1
280000,2.5
336500,2.25
267000,2.5
315000,1
545000,2.5
274950,1.75
500000,1
299000,1
420000,2.5
620000,2.5
575950,2.25
666500,2.5
180000,1.5
261350,1.75
1.03E+06,3.5
390000,1.75
253500,1
625000,2.5
255000,2.5
257000,2.5
869000,1.75
745000,2.5
1.35E+06,3.5
350000,1.75
475000,2.5
540000,2.5
175000,1
100000,0.75
890000,1
280000,2.5
1.05E+06,4.25
486000,2.5
670000,2.5
480000,2.5
440000,1.75
1.50E+06,3.25
743700,2.5
449950,1.75
367000,1
1.19E+06,3.25
201000,1
575000,1.75
295000,2.5
190000,1
742500,3
875000,3.5
1.39E+06,3.5
600000,2.25
207000,1.5
650000,2.75
275000,1
1.20E+06,2.5
262500,2
399000,1
139000,1.5
575000,2.5
580000,1
468000,2.25
230000,1
675000,4
318000,1
332100,3.5
175000,1
817000,2.25
1.20E+06,3
525000,1.75
189000,1
629950,2.5
641500,1
490000,2.25
415000,1.75
250000,1
781000,1.5
400000,2.25
935000,3
575000,2.5
1.66E+06,3.25
302300,2.75
355000,1
1.54E+06,2.25
926250,1.75
300000,1.75
361500,1.75
616000,1.5
395000,1.75
245000,1.5
206000,1
706000,2.5
578000,1.5
341950,3
305000,1
575000,2.75
330000,1
445000,2.25
333000,1
598500,2.5
225000,1
570000,2.5
630000,2
779000,2.25
760000,3.5
322968,1.75
595000,2.5
321000,1
653000,2.25
750000,1.75
530000,1
352750,1.75
424950,2.5
427000,2.75
558000,2.5
438200,2
340000,1
830005,3.75
548000,3.25
411715,1.75
865000,4
1.75E+06,4.25
688000,3
399950,2.5
555000,1
677000,2
539000,2
410000,1.75
472000,2.25
755000,2.5
269900,1.75
667400,2.5
1.22E+06,2.25
544000,2.5
800000,1
315000,1
227000,1
765000,2.5
625000,3
1.88E+06,5
822600,2.5
515000,2.5
377000,2
600000,1
525300,1.75
760000,3
202000,1
470000,2
810000,2.5
175000,1
440000,1.75
197000,1
254000,1
405000,1
416000,1
779950,2.75
200000,2.75
658100,2.5
397000,1.75
815000,3.75
345000,1
305500,2.5
340000,2.25
330000,2.5
269000,2.5
349950,1
431000,1
735000,1.75
414000,3
619500,2.5
675000,1.75
380500,1
253000,1.5
157500,1
627000,2
469500,2.5
319950,1
249500,1
485000,1
1.13E+06,3
314500,1.75
220000,1
444950,2.5
598000,2.5
699850,3.5
595000,2.5
735000,2.5
542500,2.5
450000,1.75
298500,2
403950,1
271000,1
335000,1
305000,2.25
630000,3
253000,1.75
395000,1.75
265000,2.5
225000,1
338500,2.5
300000,1.75
255000,1
337000,3
324900,2.25
821000,2.75
500000,2.75
885000,3.5
360000,2
304000,1
376000,1
425000,1.5
1.18E+06,1.75
187000,2.5
710000,1.5
585000,1.75
1.40E+06,4
1.98E+06,3.5
250000,1.75
950000,2.75
725000,2.5
505000,2.5
90000,1
400000,2
407000,1
651000,1.5
485000,2.25
460000,2.75
369000,1
355000,1
155000,1
1.00E+06,1
419625,2.5
435000,2
379000,1.75
293000,2.25
592100,2.75
362000,1.75
227000,1
335500,1.75
213000,1.75
338000,2.5
163500,1
199988,1
1.19E+06,2.25
320000,2.5
450000,2.25
249900,2
223000,1
631000,4
350000,2.25
279000,1.75
310000,2
185000,1
445000,2.5
365000,2.5
333500,1.5
385000,2.25
345000,1.5
1.26E+06,3
440000,2.5
444500,2.5
340000,1
680000,1
420000,1.75
438500,2.25
109500,1
461000,2.75
968000,1.75
355000,1.75
249000,1.5
256500,2.5
1.81E+06,2.5
269000,2.25
1.35E+06,3.5
885000,2.25
455000,2
980000,2.5
412500,1.75
740000,3.5
1.30E+06,2.25
326000,1.5
568500,2.5
620000,2.5
283000,1.75
875000,3.25
1.31E+06,2.25
289950,2.5
252500,2.5
376000,2.25
635700,2.5
710000,2.5
440000,1.75
439000,2.5
455000,1.5
225000,1
250000,1
585000,3.25
685000,1.75
420000,2.75
245000,1
275000,2
270000,2
767250,3
229000,2
400000,1
2.20E+06,3.25
665000,2
500000,2.25
355500,2
369000,2.5
338500,1
256000,1
470000,2.5
675000,2.5
369950,2.75
615000,3.5
1.20E+06,3
950000,1.75
799500,2.5
187000,1
598000,2.25
429950,2.25
347950,2.25
851000,2.5
205000,1
225000,2.25
705000,2.25
535000,2.5
222500,2
313500,1.5
632000,2.25
467000,2
339000,2.25
712000,2.75
335000,1
470000,3.25
367000,1
440500,2.5
305000,1
635000,1.75
1.02E+06,2.25
342000,2.5
283000,2.25
430000,2.75
245000,2.5
355500,2.5
395000,1
324900,2.25
660000,1.75
570000,2.5
552321,2.5
1.10E+06,1.75
237000,1.5
402000,1
470000,2.25
395900,1.75
442000,1.75
795000,2.75
190500,2
808000,2.75
500000,2.5
775000,2.75
300000,1.75
496000,1.75
448000,2.5
645000,2.25
464600,1.75
590000,1
399000,2.5
305000,1
478000,1.75
598800,1
430000,2.25
433000,1.5
420000,2.75
585000,1.75
255000,1
305000,1
396000,1
347500,2.5
900000,2.5
425000,1.75
429000,2.5
540000,2.25
324950,2
1.05E+06,2.25
221000,1.75
405000,2
1.15E+06,2.5
588000,1.75
234950,2
580000,1.5
637000,3
704000,2.25
210000,1
772000,2.5
763000,1.75
213500,1.5
255000,1
423500,2
520000,1.5
550000,2.75
795000,2.75
495000,3
455000,2.5
85000,1
239000,2
184900,1
386000,2.25
415000,2.5
387000,1
2.14E+06,4
685000,2.25
340000,2.5
422000,1
442000,2.5
280000,1
1.15E+06,2.5
279000,2.5
569000,2
1.36E+06,3.5
209950,1
468000,1.5
237100,1.75
336000,2.5
500000,2
290000,2.5
1.19E+06,3.5
365000,2
146300,1
554000,1.75
424000,2
1.35E+06,3.5
508500,1.5
244500,1.75
206000,2.5
643500,2
372500,1.75
630000,2
418000,2.5
425000,2.5
800000,2.75
208000,1
476000,1.75
277500,2.5
478000,1.75
890000,2.75
450000,3.5
205000,1
665000,2
518000,2.75
465000,2.25
330000,2.5
449400,3
829000,2.75
450000,1.75
310000,1.75
615000,2.25
605000,2
437500,2.25
545000,1.75
770000,2.5
600000,2.25
560000,1
1.92E+06,5.75
457000,1
585000,1
560000,2
345000,1
550000,3.5
589950,2.5
327000,1.5
800000,2.25
150000,1
425000,2.5
350000,1
273000,1.75
750000,2.25
240000,1.5
400000,1.75
230000,1.5
372000,2.5
459500,1.75
582000,2.5
465000,2.5
386000,2
546000,2.5
278000,1.75
540000,2.5
529000,1.75
554000,1
210000,1
225000,1
561600,2.5
300000,5.25
1.65E+06,3.5
1.02E+06,3.75
150000,1
400950,1.75
620000,2.25
449000,2.75
630000,2.5
336000,1
299950,1.75
352500,2
150000,1
175000,1
305000,2
2.57E+06,3.75
607500,1.5
505000,1
280500,1.75
610000,2.5
381000,2.75
482000,2.25
379950,1
2.50E+06,4.5
425000,2.25
580000,2.25
605000,1
194000,1
546200,2.25
1.40E+06,3.5
315000,1.75
465000,1.5
330000,1
795000,2.75
265000,2.25
1.30E+06,2.5
126500,1
760000,2.5
540000,1.25
446000,2.75
170000,0.75
379000,2.5
1.40E+06,4
800000,2.75
260000,1
820000,2.5
449950,1.75
392000,2.25
465000,2.5
449950,2.5
520000,1.5
546800,2.25
825000,2.75
337000,1.75
333000,1
380000,2
280000,2.5
202000,1.5
585000,2.5
435000,2
1.20E+06,3.5
364000,2.25
300000,1
558000,1.75
199950,1.5
515000,2.25
590000,2.5
813500,2
725000,2.5
490000,2.25
277000,2.25
325000,1.5
649800,2.5
425000,1
460000,1
750000,3.25
469000,2.5
566000,1.75
407500,2.5
353500,1
524000,2.25
264950,2.5
547500,2.5
264500,2.25
507500,2
560000,3.5
995000,4
835000,2
440000,1.5
1.02E+06,2.5
300000,1
125000,1
986000,3.5
315000,2.5
320000,2.5
972000,3.25
760000,2.5
265000,3
355000,1
300000,1
474950,2.5
470000,2
437500,1
520000,1.5
237600,1
162950,1
457000,1.75
635000,2.5
735000,3
910000,2.5
346500,3.25
655000,2.5
425000,1.75
137000,1
557500,2.5
415000,2.25
830000,2.25
949000,3
420000,1
353000,1
560000,1.75
445700,2.5
226000,1
358000,1
501000,1.75
609000,2.5
734950,3.25
725000,2.5
350500,2.25
610000,2.5
605125,1
1.39E+06,2.25
550000,2.25
335000,1.75
397000,2
240000,2
240000,2
262500,1.5
440000,1.5
160000,1
427000,1
920000,3.5
2.30E+06,2.5
480000,2.5
615000,1.75
736500,2
542500,2.5
191000,1
730000,2.5
1.23E+06,2.25
129000,1
284000,1.5
645000,2.5
218000,1.5
675000,3.5
575000,2.5
225000,1
626000,2.25
499950,2.5
405000,1.75
152500,1
325000,2.5
475300,1
485000,1.75
720000,2.5
465000,1.75
489000,1.5
3.10E+06,5.25
288000,2.25
225000,1.75
499000,1.75
632000,3
580000,2.5
730000,1.5
325000,2.25
421000,1.75
316000,2.5
415000,1
401000,2.25
229950,0.75
539950,1.75
335000,2
339000,2.5
414950,1.75
650000,2
445000,2.5
295000,2.25
975000,2.25
296500,1.5
440000,2.75
420000,1.5
302000,2.5
350000,1.75
667000,1.75
645000,2
430000,2.75
413000,1
420000,1
495000,2.25
2.19E+06,4.5
965000,2.5
500000,2.5
636100,1
720000,2.5
298000,1.75
409000,1.75
370000,2.5
230000,1
290000,2
420000,2.25
917000,2.5
957000,3.25
482000,2.25
488000,1.75
760369,2.5
170000,1
625000,2.5
357000,1.5
583000,2.25
173250,2
414050,2
400000,1.75
537000,2
465000,2.25
425000,2.25
445000,2
179950,1
275000,2.5
190000,2.5
385000,1.75
303000,1
165000,1
600000,2
710000,2.25
875000,3.25
269950,2.5
838000,2.5
670500,2
420000,1.5
370000,1.5
360000,1.75
562500,2.5
360500,2.5
389999,2.25
450000,3
247500,2
208000,1
455000,2.5
379400,1.75
190000,1.5
326188,1
168000,2.5
314000,2.5
630000,2.75
550000,1.75
530000,2.25
637500,1.75
400000,2.5
700000,2.75
272000,2.5
600000,2.5
450600,1
550000,2.25
225000,1
132825,1.5
219950,1.5
580000,2
568000,1.75
406000,1.75
469000,1.75
415000,2.5
390000,1.5
251000,1.75
750000,2.5
845000,2.5
350000,1.5
322000,1
664500,2.25
988000,1.75
625000,1.75
675000,1
503000,1.75
431000,2.25
250000,1.75
268500,2.5
1.07E+06,3.25
295000,2.5
780000,2.25
354000,2.5
305000,1
733000,2.75
640000,2.75
840000,2.5
1.48E+06,3.25
525000,1
625000,2.75
350000,2
650000,2.75
435000,1
660000,1
350000,1
435000,2.5
375900,1.5
272000,3
233000,1.75
500000,1.5
540000,1.75
712000,2.5
425000,2.5
242000,1.75
515000,3.25
415000,1.75
375000,2.75
182500,1
310000,1.5
360000,1.75
889000,3.5
450500,1
342000,2.25
413000,2
960000,4
180000,1
770000,2.5
224400,1.75
280000,1.5
500000,2.5
153000,1
385000,2.25
325000,1
315000,3
294999,2.5
175000,1.75
299000,1.75
146000,1
290000,2.25
1.78E+06,3.25
367500,1
535000,2.5
334999,2.5
655000,1.75
1.30E+06,3.5
480000,2.25
465000,1.5
297950,2
590000,2
805000,2.75
204250,2.25
500000,2.25
490000,2.5
2.50E+06,3.75
750000,2.5
405000,2.5
209995,1
680000,2.5
355000,1.75
280000,1
385000,2.25
505000,2.75
429900,3.25
560000,2.5
231000,2
135000,1
800000,3
420000,2.5
360000,1
642000,2.5
379950,2
745000,1.75
630000,2
250000,2.5
275000,1
435000,3
175000,1
560000,1.75
325000,2.25
1.19E+06,2.75
399950,2.5
752000,2.5
1.20E+06,3.5
400000,1.5
240000,2
640000,2.5
564450,2.5
300000,1.5
286000,2.5
531800,2.5
502000,2.25
993500,2.25
450000,1
997950,3.5
526000,1
335000,1.75
187250,1
735000,2.25
425000,1
110000,1
305000,2
212000,1
1.38E+06,4.25
298950,2.25
525000,1.75
707000,3.25
695000,2.75
796500,2.75
420000,2.5
625000,2.5
620000,1.75
1.45E+06,2.75
549950,2.5
275000,2
705000,2.5
197000,1.75
265000,1.75
297000,1.75
207500,1.75
410000,2.5
268000,2
330000,1.75
417500,1
760000,2.25
499000,2.5
620000,2.5
315000,2.5
624950,2.5
525000,2.25
300000,1.5
299900,2.75
299000,2.5
1.88E+06,2.75
265000,1.75
280000,1.75
124740,1
1.09E+06,2.75
1.97E+06,3.5
219000,1
569950,1
212500,2
680000,2.25
1.46E+06,1.5
300000,1
629950,2.5
349900,1.75
690000,2.5
1.45E+06,4
1.29E+06,2.5
696000,3.5
650000,2.25
640000,3.5
499950,2.5
490000,2.5
685000,2.5
387500,1
401750,1.5
254950,2
500000,2.25
856500,2.5
552000,1
506500,2.5
500000,2.25
280000,2.75
308000,1.75
613500,2.5
255000,1.75
545000,2.5
620000,2.5
450000,1.75
279000,1.75
625000,2.5
274950,1.75
423000,1.75
350000,1
305000,1.75
368000,1.75
232000,1.75
250000,3
220000,1.75
435000,2
350000,1
206325,2.5
339000,2.5
399000,2.5
529000,1
640000,2.5
735000,2.5
378000,2.5
775000,2
2.25E+06,4.25
1.35E+06,4.5
380000,2.5
624900,2.5
379770,2.5
340000,1.75
515500,2.75
600000,2.25
400000,1
364000,1
440000,2.5
285000,1
669000,1
475000,2
747000,1
317000,1.5
390000,1
1.07E+06,2.5
1.21E+06,2.75
580000,1.75
518000,2.5
147500,1.75
555000,2.25
427500,2
1.74E+06,2.5
265950,2.5
247500,1
244000,1
578550,2.5
451000,2.5
489000,1.75
190000,1
475000,3
485000,2
530000,2.75
379000,2.5
1.63E+06,2.5
739000,1.75
189950,1
637500,3
2.23E+06,3
209950,1
460000,1
543500,2.5
376000,2.75
430000,2.25
515000,2.5
580000,2.75
600000,3.5
476800,1.75
815000,1.5
455600,2.5
270000,1
1.20E+06,4
525000,1.5
242000,1.75
715000,2.5
475000,2.75
370000,3
788600,2.75
160000,1
800000,1.75
520000,3
725000,1.75
335000,1
919000,2.5
425000,2.75
420000,2.5
905000,3
435000,1
438000,2.5
725000,2.75
840000,1.75
425500,2.5
853505,2.5
398000,1
418500,2.5
826000,1.5
742000,2.5
180000,1
286000,1.75
421200,2.5
390000,3
739000,2.5
499900,3
670000,2.25
842500,2.25
492500,2.25
836500,2.5
334000,1
179900,1
563000,2
310000,2.5
335000,2.25
499950,2.25
658500,1
297000,1.5
725000,1.75
780000,2.25
252500,1
330000,2.5
525000,2.5
365000,1.75
500000,3
179950,1
440000,2
145000,0.75
331000,3
780000,2.25
855000,1.75
225000,2.25
199000,1
550000,1.75
1.43E+06,4.25
805000,2
261000,1.5
347000,1
390000,2.25
436000,2.5
1.80E+06,3.25
557000,2.5
135000,1
425000,2.5
648752,2.25
1.39E+06,3
630100,2.75
739000,2.5
269000,1.5
250000,1
475000,2.75
290000,1
219000,1
416000,1
179000,1
302000,2.75
565000,2
281700,1
480000,1
775000,2.5
375000,1.75
345000,1.5
300000,3
364950,2.5
410000,3.25
231000,1.75
445000,2
530000,2.5
353500,2.5
209950,1.5
650000,1.75
325000,1
257000,2.25
337000,2.5
541000,2.5
577500,2.5
560000,2.5
979700,3
750000,3
407500,1
530000,1.75
235000,1.75
715000,2.5
795000,3
465000,2.5
287600,2.5
630000,3
445000,2.25
490000,2.25
565000,1.75
330000,2.5
463000,2.75
1.87E+06,4
219500,1
622200,1.75
474800,3.25
465000,2.5
389950,1.75
650000,2.5
395000,2
304500,2.5
307000,1
485000,2.5
1.56E+06,3
650500,4.25
960000,2.5
710000,2.5
540000,2.5
601000,1.75
463828,1.75
293000,1
597500,2.5
240000,1
284000,1.75
440000,1.75
340000,1.75
363000,1.75
270000,1
365000,2.5
428000,2
600000,1.75
405000,2.5
339900,2.5
275000,1
361600,1
325000,2
1.05E+06,2
959750,3
210000,1
258000,2
468000,1.5
710000,3.5
268000,1
115000,1
500000,2.5
431000,2.5
241500,2
300000,1
982000,2.5
248500,2.5
665000,2.5
1.22E+06,3
380000,1
220000,2
631500,2
386100,2
1.05E+06,4.5
650000,1.75
545000,1.75
870000,2.5
380000,1.75
265000,1
645500,1
570000,2
1.20E+06,2.5
605000,1
199500,1
445000,1
495000,1.75
594000,1.75
465000,1.75
160000,1
340000,2.5
870000,2
249000,1.5
500000,2.25
220000,1.5
368500,1.75
439950,2.25
179900,1.75
490000,2.5
425000,1.75
533300,2.5
447500,2
768000,2.75
285000,1.75
336900,1.75
415000,1.5
500000,2.25
337000,2.5
419950,2.5
290000,2.75
349950,1.75
330000,1.5
965000,2.25
515000,2.5
665000,2.5
265000,1.75
545400,2
350000,3
260000,1.5
2.51E+06,3.25
355000,2
879000,3
833000,3.5
261590,1
512500,3
600000,1.75
417500,3
970000,3
316000,2.25
397500,3
1.35E+06,2.5
840000,2.5
270000,1
312900,2.5
325000,1
680000,1.75
763000,2.5
375000,1
475000,2.5
219000,2.5
415000,2.25
90000,1
220000,1
616000,2
269500,1
395350,1
770000,3
840000,2.5
428950,1
800000,3.75
401000,1
303697,2
355000,1
350000,1
754999,2.5
982218,1.75
406500,2
1.65E+06,3.25
565000,1.75
160000,1
220000,1
1.28E+06,4.25
970000,2.75
115000,1
124000,1
157000,1
183000,1
527000,2.5
407193,2
970000,2.75
535000,2.5
245000,2
337000,1.75
630000,2
320000,1.75
228500,1
293000,2.5
447000,1
226500,1.75
436000,2.25
451000,2.5
315000,1
450000,1
635000,1.5
292500,1
329900,2.5
531000,1.5
725000,1.75
355300,2.5
280000,2.5
1.10E+06,2.75
605004,2
260000,1
748000,2.5
776000,2
425000,1
230000,1
418000,1.75
440000,2.5
858450,2.75
390000,2
957000,3
507000,1
575000,1
700000,1.75
239950,1.5
253000,1
540000,1
1.55E+06,4
805000,2.5
920000,3.25
496600,2.5
246000,2.25
350000,3
585000,2
450000,1.75
746000,2.5
598555,2.5
820000,2.5
266500,2.25
370000,1
625000,2.75
243500,2
340000,1
559950,3
315000,2.75
753000,2.5
800000,3
550000,2.25
465000,2
465000,2.25
710000,2.25
505000,2.5
690000,1.75
217500,2
500000,1
325000,2
500000,2.25
721500,3.25
924000,1.5
2.01E+06,4.5
345000,1.5
825000,3.5
560000,2
599000,2
211000,1.5
425000,2.25
750000,2.75
479000,2.5
612500,2.5
605000,1.75
1.36E+06,2.5
389900,2.5
710000,2.5
295000,2.5
275250,2.25
250000,2.5
709000,2
399500,1.75
225000,2.5
500000,2.5
364900,3
356000,1.5
616750,1.5
755000,2.75
327500,1
605000,2.25
179950,1.5
633000,2.75
349950,2
1.08E+06,2.75
425000,2.5
990000,2.75
410000,1
590000,2.25
242000,1.75
775000,2
680000,1.5
217000,2.5
395000,2.5
572500,2.25
559900,3
845000,2
241000,2
1.33E+06,2.25
475000,1.75
575000,1.5
455000,2.75
839000,2.5
475000,1.5
600000,1
515000,1
425000,2.25
565000,2
498000,2
739000,3
355000,1.75
263000,1.75
375000,1.75
322000,1.75
325000,1
290000,1
809950,2.5
969500,3.25
665000,2.5
635000,3.5
272450,2.25
427000,1.75
261500,1
488800,2.25
340000,1
398950,3
217000,1
799000,2.5
160000,1
447000,1
765000,1.75
1.32E+06,3.5
445000,2.5
310000,1
380000,1.75
325000,1
345000,2.75
300000,1
530000,1.75
583500,1.75
410000,1
535000,1.5
2.05E+06,3.25
345000,2.5
539000,1
590000,2.5
187000,1.75
270000,2
546000,1
520000,1.75
515000,2
990000,2.5
382000,1
1.21E+06,1.75
900000,3.5
675000,2.75
460000,1
234000,1
399000,1
253500,1.5
475000,1.5
740000,3.5
799000,2.5
390000,2.5
421000,1.5
296500,2.5
895000,2
386000,2.5
424000,1
749000,1
523000,1
389000,2.5
270000,1.5
275000,1
287500,2.5
345000,2.5
427000,1
508450,1.75
705000,2
550000,1.5
380000,1.5
539900,2.5
330000,1
455000,1
510000,4
315000,2
206000,1
592500,3
744000,2.5
334500,2.5
886000,2
600000,2.5
850000,2
550000,1.75
184900,1
245000,1.5
370000,1
480000,2.5
579000,1.75
339275,1.5
425000,2.75
170000,1.75
950000,2.5
623000,2.5
477000,2.5
330000,1
600000,2.25
570000,2
515000,2.5
805000,2.25
555000,2.5
245000,2.25
638150,2.5
1.65E+06,4.5
269950,2.5
195000,1.5
159100,1
550000,1
299000,1
1.38E+06,3.5
249500,1
700000,1
275000,1
565000,2.25
425000,1.75
620047,1.75
480000,2.25
515000,2.25
420000,2.5
610000,3.25
849000,1.5
718000,1.75
295000,2.25
871000,1.75
430000,3.75
440000,2.5
405000,1
340000,2
675000,2.5
480000,1
362500,2
752888,2.5
255000,1.75
283700,1.75
335000,2.5
285000,1.75
278000,2.25
731000,2.5
335000,1.5
334200,1.75
642000,1
540000,1.75
299000,2.5
560000,1.75
852000,2.75
306000,1
440000,1.75
517000,1
379000,1
360000,1
645000,1.5
217000,1
255000,1
625000,2.5
680000,1.75
440000,1.75
615000,2.25
239000,1
462500,2.5
619400,2
975000,2.75
330000,1
985000,3.25
430000,1
2.46E+06,5.25
778000,2
219000,2
1.60E+06,2.5
715000,2.25
950000,2.5
425000,1
239000,1
310000,1
400000,1
428000,1.75
600000,1
415000,4
401000,1
292000,1.75
291750,2.25
227000,1.75
675000,2.25
397500,2.25
206000,1.5
1.19E+06,3.5
360000,1.75
427500,2.5
115000,1
559000,1.5
420000,1
550000,1.75
282150,1
260000,1
428000,2.5
319950,3.25
1.35E+06,2
552000,1
637000,2.75
213000,1.75
215000,1
590000,1.75
390000,2.5
287000,2.25
580000,2.75
424000,2
610000,2.5
1.32E+06,3.25
623500,3
260000,1
906000,2.5
330000,2
275000,1
290000,1
599950,1
550000,3
289000,1.75
411000,2.75
826000,3.25
400000,2
342000,2.5
475000,1.75
1.21E+06,3.5
455000,3
850000,3
185000,1
850000,3.25
239900,1.75
765000,3.75
437000,1.75
240000,1.5
395000,1
320000,1
525000,1.75
260000,3
450000,2.75
560000,2.5
310000,3
440000,2.5
458450,1
200000,1
430000,2.25
360000,1
311000,2.5
615000,3.25
575000,1.75
2.03E+06,3.75
430000,1.75
400000,1.5
340000,1.75
351000,0.75
440000,2.5
298000,2.5
300000,1.75
310000,2.25
500000,2.5
399900,1
343000,2.5
415000,2.25
410000,2.5
320000,1
1.99E+06,3
253000,1
630000,2.5
216000,1
540000,2.5
212000,1.5
300000,2.75
969950,2.5
715000,1
1.32E+06,2.75
1.44E+06,2.75
305000,1
458000,4
275000,1.75
550000,2.75
742000,3.25
700000,1
640000,3
352000,0.75
301500,1
630000,2.5
340000,2.5
477500,1.75
285000,2.5
255000,2.75
315000,2.5
830000,3
539950,2.25
980000,2.25
735000,2.5
536000,2.25
575000,2
500000,1
285500,1.75
498000,2.75
412000,1
607000,2.5
199000,1
492500,2.75
585000,2.5
326995,2.5
372500,2.25
528000,0.75
400000,1.5
344000,2.5
409950,3
625000,2
304950,1.75
381500,2
215000,1.75
345000,1.75
363000,0.75
240000,1
548050,2
314000,1
800000,2.5
400000,1.75
247000,1
540000,1.75
410000,2.5
525000,1.75
820000,2.5
1.25E+06,2.25
244000,1
275000,1
577000,1.75
446950,2.5
457000,2.5
320000,1.5
210000,1.5
220000,2.5
589000,2
435000,2
375000,1
1.74E+06,3.5
545000,1.75
970000,2.25
705000,1.75
915557,3.25
259000,1.5
1.70E+06,2.25
427000,1.75
390000,1
363000,2.5
612000,2.5
380000,1.75
230000,3
580000,1.75
770000,1
207200,2
525000,2
925000,2.5
883000,2.25
455000,2.5
343500,2.5
244000,1
397000,1.75
180500,1
310000,2.75
315000,2.5
718000,1
279950,1.75
689000,2.5
828000,2.5
150000,1
505400,1.75
1.68E+06,3.25
217450,1
677000,2.5
361000,2.5
620000,2.5
176000,2.25
330000,1
290000,2.5
711000,2.5
295000,1.75
1.10E+06,3.25
257500,2
240000,1
645000,2.5
499000,1.75
321000,1
449000,2.5
515000,2.5
456000,1.5
865000,3.75
515500,2.5
576925,2.5
243000,1.75
253400,2
292000,2.5
271500,2.5
765000,2.5
375000,3.25
382880,2
852500,2.5
475000,1.5
462000,1.75
762400,1.75
330000,1.5
473000,2.25
550000,1.5
449500,2.25
744000,2.75
700000,2
511100,2.5
317950,2.5
542950,2.5
490000,1.75
760000,3.5
475000,2.25
1.70E+06,4.5
435000,2.75
399000,2.5
627000,2
346500,2.5
412000,1.5
845000,2.5
373000,1.75
725000,2.25
376000,2.5
552500,1
365000,2
700000,2.5
315000,2.25
262500,2
660000,2.25
340000,2.5
660500,2.5
