price,sqft_lot
500000,35171
734000,18521
385000,5054
230000,4635
1.39E+06,7200
210000,4992
293000,13187
465000,3774
449000,44634
325000,10725
180000,7056
650000,5000
665000,7102
324450,16000
588000,5750
200000,5200
383000,11090
499950,2500
549000,12350
465000,7264
450000,19744
799900,7800
495000,91911
1.20E+06,10842
637000,15000
589000,4366
305000,10350
600000,5200
587000,6256
1.43E+06,4000
250000,11212
515000,3202
833000,10308
860000,32467
550000,6678
180000,6000
507000,9375
427000,128066
616950,2722
372000,10550
290000,6380
329990,8438
393500,8156
1.55E+06,17458
240000,8300
285000,8640
382500,9862
1.93E+06,16101
800000,9471
550000,24140
387846,15205
367500,16015
780500,4264
680000,6775
434400,7875
370000,17172
465000,8073
323000,6925
270000,9921
1.32E+06,42693
560000,6583
450000,4500
290000,7740
354000,21340
705000,5000
445000,7200
229900,11925
610000,5896
535000,5108
437400,8925
540000,10059
570000,29185
533000,4607
555000,4819
239950,9600
350000,9451
245000,4880
456000,9886
465000,7701
445000,4660
517850,7500
329000,7260
512500,2875
365000,8100
450500,9384
915000,8232
205000,7314
314000,8449
496000,9260
329950,7590
375000,6000
623000,7777
310000,9600
532500,37120
960000,4560
598000,40918
683000,9218
425000,9425
533000,3780
375000,9486
250500,7225
257000,22896
218000,18205
460000,4437
255544,6186
560000,4647
480000,4074
1.30E+06,19180
580000,9752
475000,9100
1.31E+06,12215
700000,623779
590000,10223
264500,8346
465000,2600
290000,7620
1.82E+06,12873
416000,12150
360000,8940
585083,36250
840000,2750
81000,9975
1.29E+06,9200
326000,7380
447000,7500
185000,7125
439950,7773
234000,10300
485000,8886
750000,6250
865000,5527
287500,9000
375000,9673
565000,8800
260000,8306
190000,10900
399950,6420
275000,7062
528000,4086
315000,9685
614306,5500
1.49E+06,14608
590000,3870
261500,3600
300000,9898
439000,4551
277554,13000
215000,8505
1.20E+06,17861
420000,6375
485000,3436
202500,8316
710000,8572
535000,6933
260000,7700
254000,7480
600000,5226
285000,2516
800000,20662
165000,13100
216500,6960
387990,5595
500000,5040
650000,5612
646000,4079
323400,9138
300000,4200
712500,5400
550000,3402
400000,7537
255000,7200
660000,9032
925000,6375
534000,7210
215000,7700
1.95E+06,12779
1.40E+06,7924
212000,8350
265000,7300
400000,5750
311500,10133
2.33E+06,20759
225000,6050
1.25E+06,21755
380000,8710
600000,11370
600000,9053
315000,3000
847000,4623
730000,10351
1.06E+06,11137
1.62E+06,17709
664000,5785
454450,6000
341000,4200
276693,8875
185000,11340
160000,2258
270000,8497
300000,8760
264950,10115
209950,6250
850000,8708
645000,11380
855000,36974
632500,37258
289950,5013
850000,25732
565000,4900
792000,19270
260000,9600
585000,209523
295500,10523
329000,7877
750000,15232
495000,7555
672500,5750
1.31E+06,3200
405000,9636
620000,5808
615000,7020
887000,11180
1.06E+06,5000
753000,39430
1.60E+06,5000
3.71E+06,28078
365000,8519
870000,23000
321000,9601
280000,4486
288000,3593
248500,12285
330000,13550
740000,11454
445000,8010
198500,9600
280000,5458
336500,3433
267000,10336
315000,9180
545000,7412
274950,16679
500000,7130
299000,9624
420000,1445
620000,1248
575950,12000
666500,6600
180000,7292
261350,18200
1.03E+06,5607
390000,8960
253500,12384
625000,48706
255000,7800
257000,3721
869000,13122
745000,10860
1.35E+06,9525
350000,7500
475000,1110
540000,11656
175000,2699
100000,5240
890000,4652
280000,4271
1.05E+06,13833
486000,12047
670000,68519
480000,7847
440000,6180
1.50E+06,8505
743700,33206
449950,7590
367000,2334
1.19E+06,12895
201000,7576
575000,3800
295000,10350
190000,8760
742500,5000
875000,11453
1.39E+06,10880
600000,8400
207000,11100
650000,5335
275000,5610
1.20E+06,4200
262500,7200
399000,8661
139000,10648
575000,4797
580000,3200
468000,2490
230000,10112
675000,18804
318000,20040
332100,6978
175000,6600
817000,10660
1.20E+06,8119
525000,6550
189000,7282
629950,1683
641500,9084
490000,7573
415000,15142
250000,6380
781000,8175
400000,7927
935000,7105
575000,17810
1.66E+06,11189
302300,9450
355000,6656
1.54E+06,7599
926250,17717
300000,7620
361500,9000
616000,9840
395000,1161
245000,10000
206000,9600
706000,16575
578000,6000
341950,5252
305000,9048
575000,3600
330000,43124
445000,7200
333000,7560
598500,3980
225000,6000
570000,4200
630000,6783
779000,7738
760000,13591
322968,9600
595000,7287
321000,18836
653000,57745
750000,21834
530000,4284
352750,1241
424950,8563
427000,4000
558000,5120
438200,5643
340000,4800
830005,7904
548000,5012
411715,5101
865000,16117
1.75E+06,13928
688000,16200
399950,5100
555000,4590
677000,3207
539000,9568
410000,6597
472000,2748
755000,8856
269900,8325
667400,40312
1.22E+06,7544
544000,1613
800000,5000
315000,7500
227000,7200
765000,25752
625000,1641
1.88E+06,7440
822600,9600
515000,8947
377000,5014
600000,17360
525300,7770
760000,13554
202000,7200
470000,38884
810000,10983
175000,8415
440000,7986
197000,8636
254000,7384
405000,10000
416000,4264
779950,4864
200000,7210
658100,8509
397000,4104
815000,5002
345000,8504
305500,7199
340000,13090
330000,12763
269000,3608
349950,9525
431000,6240
735000,5700
414000,5030
619500,4105
675000,13869
380500,7854
253000,6600
157500,9003
627000,9300
469500,7241
319950,8341
249500,7200
485000,3230
1.13E+06,10260
314500,17355
220000,8149
444950,7800
598000,9825
699850,6164
595000,3354
735000,45537
542500,14289
450000,6960
298500,8800
403950,1136
271000,4240
335000,3844
305000,1968
630000,2200
253000,5000
395000,7900
265000,10290
225000,9192
338500,4513
300000,8100
255000,7810
337000,8504
324900,9740
821000,8476
500000,213008
885000,6000
360000,10375
304000,7500
376000,2400
425000,7875
1.18E+06,7200
187000,1803
710000,4080
585000,7350
1.40E+06,22326
1.98E+06,44384
250000,35233
950000,12200
725000,16996
505000,6369
90000,4120
400000,3060
407000,7785
651000,4400
485000,7450
460000,13168
369000,6135
355000,27042
155000,4755
1.00E+06,5450
419625,11590
435000,6880
379000,7876
293000,5371
592100,7851
362000,9730
227000,10035
335500,8487
213000,55321
338000,4496
163500,7200
199988,5000
1.19E+06,7875
320000,5200
450000,11780
249900,2541
223000,9869
631000,59586
350000,10416
279000,39160
310000,7344
185000,8000
445000,22089
365000,4874
333500,9120
385000,8450
345000,11200
1.26E+06,8625
440000,10400
444500,4724
340000,11834
680000,6075
420000,8558
438500,10689
109500,10625
461000,7495
968000,9645
355000,7705
249000,11579
256500,7350
1.81E+06,20441
269000,8661
1.35E+06,5217
885000,9552
455000,9825
980000,4800
412500,6300
740000,4777
1.30E+06,5658
326000,798
568500,4200
620000,8282
283000,7600
875000,4536
1.31E+06,5000
289950,6145
252500,7192
376000,6750
635700,13978
710000,12349
440000,5120
439000,7904
455000,12196
225000,9612
250000,10914
585000,34939
685000,4720
420000,10319
245000,1675
275000,15000
270000,8000
767250,2500
229000,9900
400000,4000
2.20E+06,35765
665000,17788
500000,44431
355500,19899
369000,6557
338500,6050
256000,4000
470000,9725
675000,7680
369950,7533
615000,7980
1.20E+06,28531
950000,3503
799500,5750
187000,11600
598000,12478
429950,10160
347950,13500
851000,107290
205000,10185
225000,9200
705000,10536
535000,6178
222500,9044
313500,1282
632000,7521
467000,3432
339000,7210
712000,6699
335000,10050
470000,1693
367000,7000
440500,4399
305000,9288
635000,5000
1.02E+06,4800
342000,1366
283000,8800
430000,50123
245000,4268
355500,5540
395000,5000
324900,7280
660000,5750
570000,20189
552321,8469
1.10E+06,11900
237000,9216
402000,5600
470000,39165
395900,8706
442000,5535
795000,16397
190500,10155
808000,7230
500000,6685
775000,15992
300000,8500
496000,8500
448000,6853
645000,11884
464600,5500
590000,2370
399000,3300
305000,6000
478000,6175
598800,32010
430000,7203
433000,5053
420000,20000
585000,131790
255000,7395
305000,10125
396000,4420
347500,7350
900000,11468
425000,43332
429000,15124
540000,3135
324950,9750
1.05E+06,3357
221000,7200
405000,7201
1.15E+06,15120
588000,7245
234950,10850
580000,4995
637000,7240
704000,6973
210000,9750
772000,3750
763000,4388
213500,7713
255000,9367
423500,10490
520000,18483
550000,14400
795000,7517
495000,2811
455000,6558
85000,9753
239000,10585
184900,10080
386000,8560
415000,5962
387000,6372
2.14E+06,7128
685000,16197
340000,32710
422000,4000
442000,39932
280000,6250
1.15E+06,8921
279000,11618
569000,3884
1.36E+06,13703
209950,5080
468000,7697
237100,9603
336000,8169
500000,3813
290000,6860
1.19E+06,8342
365000,4168
146300,9668
554000,10780
424000,7700
1.35E+06,9827
508500,6750
244500,8864
206000,1566
643500,7104
372500,10523
630000,5000
418000,3608
425000,6688
800000,5500
208000,13438
476000,9600
277500,5171
478000,36585
890000,4020
450000,1288
205000,8750
665000,2640
518000,12051
465000,7350
330000,7232
449400,5064
829000,10443
450000,9752
310000,9120
615000,45234
605000,4040
437500,35100
545000,4000
770000,35617
600000,13899
560000,5000
1.92E+06,230868
457000,3348
585000,8640
560000,13374
345000,3008
550000,17745
589950,8195
327000,13200
800000,31491
150000,25000
425000,1182
350000,7030
273000,10545
750000,9525
240000,9477
400000,9620
230000,6625
372000,8215
459500,4950
582000,19860
465000,7700
386000,7560
546000,3464
278000,9088
540000,8935
529000,90169
554000,7104
210000,7210
225000,5408
561600,6624
300000,5682
1.65E+06,9567
1.02E+06,19290
150000,9612
400950,6250
620000,8101
449000,14141
630000,4025
336000,7200
299950,31299
352500,7451
150000,12750
175000,12750
305000,10873
2.57E+06,20424
607500,4700
505000,5040
280500,10179
610000,12283
381000,6895
482000,9600
379950,6900
2.50E+06,19844
425000,39189
580000,36465
605000,6510
194000,1060
546200,8579
1.40E+06,16782
315000,9629
465000,8690
330000,32251
795000,7501
265000,9100
1.30E+06,11857
126500,12212
760000,7901
540000,1569
446000,12687
170000,5600
379000,7420
1.40E+06,5508
800000,7035
260000,10139
820000,8000
449950,96703
392000,7125
465000,4636
449950,7312
520000,8841
546800,10000
825000,11925
337000,11364
333000,6686
380000,780
280000,8426
202000,9081
585000,4119
435000,9663
1.20E+06,172497
364000,2574
300000,8280
558000,4601
199950,4800
515000,8400
590000,4950
813500,15520
725000,25870
490000,3600
277000,9612
325000,70800
649800,9827
425000,3200
460000,4650
750000,81935
469000,11745
566000,5000
407500,10460
353500,8775
524000,73151
264950,9656
547500,10355
264500,7087
507500,8118
560000,2198
995000,22529
835000,5120
440000,6290
1.02E+06,5629
300000,7788
125000,4800
986000,5900
315000,5650
320000,7007
972000,13797
760000,10000
265000,7264
355000,4558
300000,20812
474950,8347
470000,17180
437500,16393
520000,3825
237600,11584
162950,2784
457000,6375
635000,11000
735000,4120
910000,5150
346500,2048
655000,9517
425000,144619
137000,10125
557500,11056
415000,48787
830000,10192
949000,85643
420000,3963
353000,7500
560000,383328
445700,1180
226000,6459
358000,9870
501000,8667
609000,23870
734950,47179
725000,12000
350500,7200
610000,3839
605125,5029
1.39E+06,20384
550000,37264
335000,1202
397000,9165
240000,10299
240000,11118
262500,14373
440000,5300
160000,3240
427000,4736
920000,10666
2.30E+06,7100
480000,35757
615000,11700
736500,4800
542500,1649
191000,5000
730000,11975
1.23E+06,5000
129000,15364
284000,10018
645000,5978
218000,7600
675000,6875
575000,2910
225000,5720
626000,5107
499950,20067
405000,13529
152500,3523
325000,6825
475300,10005
485000,7318
720000,2200
465000,6886
489000,9072
3.10E+06,23669
288000,7500
225000,9793
499000,11774
632000,36558
580000,4627
730000,5000
325000,7799
421000,8662
316000,4078
415000,4200
401000,2839
229950,12700
539950,9875
335000,5360
339000,3748
414950,8545
650000,8976
445000,21883
295000,7800
975000,3600
296500,10100
440000,56192
420000,10880
302000,9492
350000,7336
667000,478288
645000,4218
430000,5400
413000,6000
420000,7300
495000,8050
2.19E+06,13162
965000,17411
500000,5001
636100,6000
720000,12648
298000,12825
409000,4000
370000,5706
230000,9000
290000,6685
420000,9840
917000,10891
957000,5000
482000,21485
488000,14734
760369,4712
170000,18540
625000,10021
357000,6750
583000,8276
173250,9097
414050,10331
400000,6150
537000,27003
465000,7500
425000,9682
445000,21780
179950,9000
275000,7230
190000,13493
385000,5520
303000,9583
165000,7503
600000,5000
710000,65775
875000,21455
269950,9743
838000,42998
670500,6750
420000,9391
370000,161913
360000,7200
562500,8721
360500,11525
389999,1471
450000,13140
247500,8400
208000,6240
455000,7309
379400,7680
190000,40039
326188,8800
168000,2174
314000,8990
630000,37277
550000,8957
530000,15086
637500,10685
400000,2815
700000,9825
272000,8512
600000,6474
450600,7020
550000,8095
225000,8407
132825,5200
219950,5200
580000,6000
568000,213008
406000,6017
469000,2400
415000,6045
390000,13991
251000,10125
750000,6750
845000,5071
350000,17640
322000,5864
664500,9210
988000,3800
625000,4000
675000,36478
503000,9827
431000,10500
250000,10230
268500,4237
1.07E+06,21400
295000,4539
780000,11782
354000,15817
305000,7250
733000,4425
640000,11894
840000,9600
1.48E+06,10300
525000,8100
625000,11180
350000,3600
650000,4160
435000,4000
660000,9622
350000,12877
435000,6000
375900,33740
272000,10500
233000,7800
500000,5750
540000,9322
712000,4094
425000,4504
242000,6099
515000,9629
415000,7700
375000,9600
182500,7194
310000,10379
360000,6000
889000,9555
450500,3698
342000,3541
413000,3451
960000,15200
180000,9370
770000,14910
224400,7200
280000,8861
500000,2575
153000,9000
385000,4833
325000,5534
315000,4191
294999,9760
175000,17003
299000,17003
146000,9750
290000,10336
1.78E+06,7800
367500,4800
535000,15099
334999,13816
655000,5520
1.30E+06,10125
480000,11200
465000,4720
297950,10800
590000,3600
805000,6000
204250,7708
500000,4561
490000,12696
2.50E+06,14850
750000,69351
405000,20894
209995,7303
680000,8399
355000,7740
280000,6600
385000,11500
505000,9778
429900,8897
560000,9874
231000,4875
135000,5217
800000,4895
420000,8622
360000,9600
642000,8780
379950,5077
745000,11041
630000,3240
250000,7200
275000,9798
435000,4290
175000,8174
560000,3880
325000,9680
1.19E+06,5568
399950,10431
752000,10382
1.20E+06,43560
400000,11026
240000,6000
640000,4759
564450,6174
300000,82764
286000,4226
531800,5344
502000,10943
993500,23321
450000,10000
997950,117176
526000,5250
335000,8298
187250,14700
735000,6000
425000,8400
110000,53143
305000,7697
212000,9450
1.38E+06,18827
298950,11505
525000,8136
707000,7081
695000,12063
796500,12063
420000,8100
625000,21208
620000,9900
1.45E+06,19865
549950,54380
275000,10920
705000,7200
197000,7735
265000,8126
297000,5341
207500,12528
410000,1418
268000,8416
330000,50094
417500,7491
760000,8500
499000,1326
620000,7683
315000,6837
624950,4730
525000,12350
300000,3927
299900,7200
299000,10119
1.88E+06,19542
265000,10588
280000,158558
124740,15600
1.09E+06,34850
1.97E+06,6480
219000,5339
569950,6250
212500,21712
680000,8316
1.46E+06,6900
300000,7700
629950,1683
349900,9230
690000,6235
1.45E+06,11334
1.29E+06,12625
696000,38546
650000,60112
640000,10800
499950,23809
490000,8387
685000,5635
387500,7140
401750,1236
254950,8800
500000,36680
856500,8147
552000,5000
506500,7200
500000,4539
280000,10160
308000,11475
613500,7035
255000,9720
545000,136343
620000,34498
450000,6800
279000,7275
625000,3200
274950,7415
423000,6038
350000,5820
305000,10140
368000,11340
232000,6604
250000,2500
220000,8917
435000,2500
350000,7680
206325,10202
339000,10202
399000,7355
529000,7667
640000,7722
735000,2550
378000,8015
775000,7200
2.25E+06,7800
1.35E+06,7440
380000,11500
624900,11500
379770,1779
340000,16200
515500,8126
600000,7125
400000,60984
364000,11383
440000,7526
285000,6240
669000,4500
475000,13468
747000,4000
317000,5750
390000,8164
1.07E+06,5000
1.21E+06,5500
580000,5100
518000,10244
147500,6552
555000,8125
427500,934
1.74E+06,32093
265950,3840
247500,6046
244000,8960
578550,6602
451000,3315
489000,4220
190000,1164794
475000,18900
485000,4080
530000,45738
379000,10155
1.63E+06,16583
739000,5160
189950,6460
637500,4468
2.23E+06,16740
209950,8800
460000,7000
543500,5835
376000,5773
430000,1703
515000,39049
580000,2400
600000,16846
476800,43700
815000,3570
455600,8252
270000,9514
1.20E+06,2800
525000,3600
242000,9645
715000,30500
475000,3938
370000,5511
788600,7200
160000,13100
800000,501376
520000,5085
725000,4000
335000,6500
919000,17133
425000,13929
420000,14395
905000,47959
435000,7200
438000,3031
725000,7505
840000,4000
425500,2752
853505,14890
398000,10945
418500,4399
826000,5000
742000,10986
180000,18581
286000,8400
421200,3060
390000,14141
739000,6737
499900,12196
670000,13805
842500,3996
492500,80400
836500,7200
334000,1818
179900,9920
563000,5289
310000,6300
335000,8817
499950,8817
658500,5101
297000,1650
725000,4080
780000,82031
252500,6127
330000,1155
525000,9610
365000,7500
500000,9104
179950,4875
440000,32379
145000,9750
331000,5701
780000,3000
855000,4000
225000,7739
199000,9100
550000,35200
1.43E+06,6000
805000,4500
261000,29308
347000,9198
390000,10240
436000,3899
1.80E+06,20005
557000,1587
135000,9600
425000,14036
648752,9953
1.39E+06,20001
630100,11356
739000,246114
269000,2625
250000,5038
475000,5298
290000,5700
219000,10639
416000,6650
179000,8914
302000,9120
565000,8281
281700,8316
480000,3420
775000,15358
375000,11224
345000,13860
300000,9375
364950,2992
410000,7819
231000,8817
445000,8702
530000,779
353500,972
209950,11130
650000,7200
325000,4239
257000,9516
337000,5970
541000,4038
577500,10879
560000,5128
979700,5500
750000,8560
407500,2971
530000,5000
235000,9350
715000,3840
795000,10000
465000,9653
287600,8251
630000,9328
445000,6449
490000,16200
565000,5000
330000,1844
463000,6000
1.87E+06,15175
219500,6710
622200,7200
474800,1243
465000,9702
389950,9049
650000,19864
395000,2506
304500,5202
307000,8484
485000,7120
1.56E+06,16200
650500,11412
960000,10105
710000,9160
540000,23361
601000,4200
463828,13702
293000,8308
597500,4800
240000,45302
284000,23103
440000,10200
340000,8136
363000,8136
270000,3600
365000,6820
428000,2550
600000,57499
405000,10200
339900,9748
275000,11250
361600,6380
325000,13950
1.05E+06,4077
959750,50002
210000,7962
258000,7879
468000,9848
710000,2910
268000,6000
115000,7252
500000,4307
431000,71002
241500,7349
300000,12000
982000,10289
248500,7293
665000,5936
1.22E+06,16339
380000,3910
220000,7998
631500,5650
386100,6760
1.05E+06,4606
650000,4000
545000,53578
870000,12001
380000,8611
265000,8423
645500,5202
570000,3090
1.20E+06,11688
605000,3200
199500,9812
445000,4800
495000,3570
594000,5200
465000,5280
160000,13647
340000,6099
870000,41147
249000,5150
500000,7201
220000,15600
368500,9360
439950,14600
179900,12000
490000,4367
425000,11890
533300,21806
447500,3332
768000,13640
285000,6000
336900,120661
415000,7886
500000,4379
337000,5772
419950,6800
290000,8162
349950,4176
330000,4950
965000,34560
515000,7851
665000,17388
265000,5999
545400,19200
350000,5606
260000,1296
2.51E+06,57990
355000,8091
879000,5156
833000,7178
261590,6407
512500,2400
600000,3200
417500,6664
970000,15185
316000,7479
397500,9952
1.35E+06,5500
840000,9847
270000,81021
312900,4473
325000,6908
680000,3584
763000,7873
375000,533610
475000,3300
219000,940
415000,9694
90000,7500
220000,7500
616000,5650
269500,74052
395350,5754
770000,7200
840000,43216
428950,4441
800000,6766
401000,5753
303697,7334
355000,8968
350000,5040
754999,9323
982218,5500
406500,8621
1.65E+06,210394
565000,3000
160000,4500
220000,6320
1.28E+06,9466
970000,5040
115000,6250
124000,6250
157000,6250
183000,5200
527000,6163
407193,14653
970000,5040
535000,5600
245000,13125
337000,12750
630000,6000
320000,9900
228500,7486
293000,7577
447000,7000
226500,10762
436000,8000
451000,4876
315000,62290
450000,7250
635000,5300
292500,17743
329900,4905
531000,6660
725000,13300
355300,7410
280000,10022
1.10E+06,9143
605004,4000
260000,6000
748000,4979
776000,6180
425000,6095
230000,14703
418000,12075
440000,28254
858450,7977
390000,12443
957000,3836
507000,6000
575000,4750
700000,4000
239950,1452
253000,8240
540000,3417
1.55E+06,4600
805000,38615
920000,4000
496600,5562
246000,10500
350000,8400
585000,4572
450000,11700
746000,8950
598555,7880
820000,10711
266500,5460
370000,105850
625000,3600
243500,6200
340000,5829
559950,9519
315000,15114
753000,223463
800000,3200
550000,5111
465000,14250
465000,5752
710000,8068
505000,11012
690000,16300
217500,8400
500000,3750
325000,5796
500000,12436
721500,234788
924000,5000
2.01E+06,28176
345000,1034
825000,11086
560000,95396
599000,14680
211000,7620
425000,21190
750000,8520
479000,3322
612500,10623
605000,34510
1.36E+06,8960
389900,59241
710000,5000
295000,8564
275250,7199
250000,5770
709000,18000
399500,4840
225000,9202
500000,4648
364900,8304
356000,7500
616750,47743
755000,6600
327500,8183
605000,10139
179950,5200
633000,30570
349950,15600
1.08E+06,5800
425000,12247
990000,6350
410000,19000
590000,8800
242000,7560
775000,13747
680000,6200
217000,4200
395000,3953
572500,9791
559900,6380
845000,4750
241000,7131
1.33E+06,5504
475000,2805
575000,5810
455000,117378
839000,203425
475000,10260
600000,6897
515000,5200
425000,8400
565000,3875
498000,8282
739000,3800
355000,4000
263000,7485
375000,6834
322000,12231
325000,5100
290000,4800
809950,6181
969500,3025
665000,43091
635000,13232
272450,7332
427000,9750
261500,8174
488800,9665
340000,5200
398950,10297
217000,5200
799000,94855
160000,7350
447000,8800
765000,6450
1.32E+06,36200
445000,8111
310000,6000
380000,7191
325000,6975
345000,7412
300000,4760
530000,48351
583500,48351
410000,10125
535000,5700
2.05E+06,19989
345000,5523
539000,11727
590000,12500
187000,2926
270000,9583
546000,6180
520000,1036
515000,6000
990000,6000
382000,10492
1.21E+06,13600
900000,5000
675000,5350
460000,3300
234000,5375
399000,7191
253500,12040
475000,12632
740000,5000
799000,4442
390000,3864
421000,11245
296500,6033
895000,4178
386000,11897
424000,13912
749000,5000
523000,8681
389000,9147
270000,15000
275000,27215
287500,6944
345000,216344
427000,3780
508450,9600
705000,6250
550000,40600
380000,11173
539900,4203
330000,7250
455000,5720
510000,10935
315000,14645
206000,7000
592500,8240
744000,7512
334500,3694
886000,3900
600000,13500
850000,101930
550000,5850
184900,5000
245000,7964
370000,4172
480000,9700
579000,4429
339275,7260
425000,542322
170000,10780
950000,7644
623000,9235
477000,2053
330000,9600
600000,5400
570000,2808
515000,7178
805000,9889
555000,24074
245000,9598
638150,7275
1.65E+06,16065
269950,13500
195000,5525
159100,7095
550000,6120
299000,4600
1.38E+06,4500
249500,4500
700000,5450
275000,26114
565000,8378
425000,11017
620047,6000
480000,13362
515000,13362
420000,24123
610000,23400
849000,8040
718000,3446
295000,8000
871000,6150
430000,7140
440000,10880
405000,6490
340000,11620
675000,5249
480000,4945
362500,8586
752888,9000
255000,8863
283700,10900
335000,6000
285000,18296
278000,7738
731000,8960
335000,15890
334200,45302
642000,4305
540000,4240
299000,79993
560000,4375
852000,3750
306000,5650
440000,7820
517000,8250
379000,6380
360000,6098
645000,4000
217000,4760
255000,4760
625000,12164
680000,8400
440000,29735
615000,12070
239000,6860
462500,108900
619400,3610
975000,54160
330000,4000
985000,36762
430000,7114
2.46E+06,14986
778000,6000
219000,7350
1.60E+06,13341
715000,8272
950000,15653
425000,5026
239000,15022
310000,8282
400000,8120
428000,44550
600000,4300
415000,8250
401000,8220
292000,7156
291750,12825
227000,7455
675000,13209
397500,980
206000,8867
1.19E+06,3333
360000,49658
427500,3249
115000,6000
559000,5386
420000,1501
550000,39460
282150,5940
260000,3090
428000,3466
319950,1245
1.35E+06,9600
552000,5000
637000,2867
213000,9000
215000,7200
590000,6120
390000,43560
287000,11997
580000,9600
424000,5632
610000,6360
1.32E+06,11843
623500,3350
260000,81893
906000,1800
330000,11233
275000,7688
290000,8200
599950,3775
550000,35169
289000,3449
411000,9915
826000,4000
400000,13680
342000,2226
475000,3420
1.21E+06,5500
455000,9238
850000,4000
185000,6400
850000,20590
239900,18730
765000,14275
437000,17568
240000,10350
395000,7808
320000,7492
525000,7350
260000,8993
450000,39324
560000,7989
310000,5001
440000,6302
458450,9715
200000,10703
430000,6527
360000,10500
311000,11645
615000,1152
575000,10136
2.03E+06,22798
430000,4025
400000,4800
340000,10710
351000,6600
440000,8038
298000,11798
300000,9205
310000,3056
500000,9354
399900,1664
343000,2509
415000,2191
410000,15457
320000,11225
1.99E+06,5000
253000,7128
630000,32772
216000,12500
540000,11100
212000,12233
300000,12282
969950,3750
715000,7680
1.32E+06,19447
1.44E+06,9547
305000,5350
458000,1569
275000,8775
550000,4780
742000,704
700000,4000
640000,5763
352000,7200
301500,7419
630000,9880
340000,6255
477500,9364
285000,7460
255000,16117
315000,7982
830000,9000
539950,1558
980000,4590
735000,8529
536000,9140
575000,5000
500000,4000
285500,7950
498000,7375
412000,6282
607000,8220
199000,8512
492500,18306
585000,11044
326995,5321
372500,9660
528000,40642
400000,32109
344000,8501
409950,7163
625000,4000
304950,9000
381500,35183
215000,13399
345000,12870
363000,20000
240000,20063
548050,5479
314000,4920
800000,16809
400000,6720
247000,4120
540000,4120
410000,15123
525000,9146
820000,5737
1.25E+06,15375
244000,10200
275000,4800
577000,23160
446950,7945
457000,5694
320000,137214
210000,9484
220000,9100
589000,8800
435000,3840
375000,10798
1.74E+06,9654
545000,5581
970000,10000
705000,6755
915557,11536
259000,9000
1.70E+06,3000
427000,8610
390000,3100
363000,8000
612000,3626
380000,10186
230000,6003
580000,2600
770000,3200
207200,8400
525000,11430
925000,7419
883000,4000
455000,2992
343500,5194
244000,8450
397000,11730
180500,5000
310000,6576
315000,3969
718000,4958
279950,7267
689000,9612
828000,9901
150000,8100
505400,3400
1.68E+06,23723
217450,5000
677000,4174
361000,48787
620000,7237
176000,5449
330000,7218
290000,8175
711000,9532
295000,8100
1.10E+06,12110
257500,7078
240000,16320
645000,8955
499000,2400
321000,9526
449000,1658
515000,5280
456000,12385
865000,219106
515500,7700
576925,6100
243000,10416
253400,8640
292000,3580
271500,8005
765000,6750
375000,1730
382880,9566
852500,10100
475000,8738
462000,2580
762400,14607
330000,7540
473000,12236
550000,7200
449500,7280
744000,13059
700000,4700
511100,12220
317950,4500
542950,39768
490000,11360
760000,4060
475000,8659
1.70E+06,23716
435000,6197
399000,3690
627000,3800
346500,5100
412000,8000
845000,40471
373000,9655
725000,8882
376000,11662
552500,4120
365000,19000
700000,46173
315000,9736
262500,5110
660000,6150
340000,6941
660500,5500
280000,1950
267000,2480
230000,25661
417000,11403
252000,9730
791000,4800
415000,3774
339000,13278
158000,10477
535000,5100
818900,4120
550000,4000
240000,8717
590000,1230
369300,21320
510000,118666
542500,10086
262500,7854
900000,4350
1.10E+06,41636
368000,14400
825000,6499
343500,7509
273500,6000
1.00E+06,5610
770000,6000
400000,3868
225000,7210
345000,18150
450000,8116
334850,5635
605000,9600
760000,14000
390000,12960
488000,5660
3.30E+06,41300
1.06E+06,13165
608000,217800
1.39E+06,6000
299950,3000
818000,4800
355000,9701
1.86E+06,9600
660000,2850
2.37E+06,17450
1.21E+06,35120
255950,3676
475000,11092
362950,159865
452000,9012
315000,8200
330950,2844
535000,49222
479000,9464
340000,1174
312000,8362
305000,6600
270000,7336
529999,1664
587100,6967
459800,16061
451000,7800
2.48E+06,4947
525000,435600
250000,26051
475000,6180
235000,11595
230000,9548
581000,2566
415000,9030
522500,9030
383000,7725
315000,8289
591000,3600
750000,12150
430000,4333
712000,32336
510000,53578
480000,4800
538000,7200
464000,5000
476000,3840
349500,16875
270000,8262
740000,18480
395000,8336
498000,4088
339900,4675
539000,9972
400000,9704
225000,11745
330000,4080
1.39E+06,5500
490000,31200
260000,7200
469900,8913
493000,3801
740000,46355
148900,6000
475000,14467
415000,4000
229500,6000
1.36E+06,13990
385000,11375
230000,11331
425000,2700
189900,4179
238000,6480
968060,16200
921000,9496
380000,6000
285000,54846
449000,5400
625000,5500
318989,9000
445000,1266
750000,8549
959000,11875
330000,9102
425000,1241
280000,7913
476500,50155
556000,3600
1.86E+06,320917
637000,68377
405000,6081
397000,6757
895990,6565
259000,14046
420000,112384
518000,2096
425000,8182
182500,13920
549900,3031
445000,16863
452000,5400
715000,6500
559000,5200
3.30E+06,21738
250000,7350
1.23E+06,6656
276500,128937
440000,7386
543200,15600
250000,4000
625000,9000
